"last_name, first_name","player_id","year","player_age","ab","pa","hit","single","double","triple","home_run","strikeout","walk","k_percent","bb_percent","batting_avg","slg_percent","on_base_percent","on_base_plus_slg","isolated_power","babip","b_rbi","b_lob","b_total_bases","r_total_caught_stealing","r_total_stolen_base","b_ab_scoring","b_ball","b_called_strike","b_catcher_interf","b_foul","b_foul_tip","b_game","b_gnd_into_dp","b_gnd_into_tp","b_gnd_rule_double","b_hit_by_pitch","b_hit_ground","b_hit_fly","b_hit_into_play","b_hit_line_drive","b_hit_popup","b_out_fly","b_out_ground","b_out_line_drive","b_out_popup","b_intent_ball","b_intent_walk","b_interference","b_pinch_hit","b_pinch_run","b_pitchout","b_played_dh","b_sac_bunt","b_sac_fly","b_swinging_strike","r_caught_stealing_2b","r_caught_stealing_3b","r_caught_stealing_home","r_defensive_indiff","r_interference","r_pickoff_1b","r_pickoff_2b","r_pickoff_3b","r_run","r_stolen_base_2b","r_stolen_base_3b","r_stolen_base_home","b_total_ball","b_total_sacrifices","b_total_strike","b_total_swinging_strike","b_total_pitches","r_stolen_base_pct","r_total_pickoff","b_reached_on_error","b_walkoff","b_reached_on_int","xba","xslg","woba","xwoba","xobp","xiso","wobacon","xwobacon","bacon","xbacon","exit_velocity_avg","launch_angle_avg","sweet_spot_percent","barrel","barrel_batted_rate","solidcontact_percent","flareburner_percent","poorlyunder_percent","poorlytopped_percent","poorlyweak_percent","hard_hit_percent","avg_best_speed","avg_hyper_speed","z_swing_percent","z_swing_miss_percent","oz_swing_percent","oz_swing_miss_percent","oz_contact_percent","out_zone_swing_miss","out_zone_swing","out_zone_percent","out_zone","meatball_swing_percent","meatball_percent","pitch_count_offspeed","pitch_count_fastball","pitch_count_breaking","pitch_count","iz_contact_percent","in_zone_swing_miss","in_zone_swing","in_zone_percent","in_zone","edge_percent","edge","whiff_percent","swing_percent","pull_percent","straightaway_percent","opposite_percent","batted_ball","f_strike_percent","groundballs_percent","groundballs","flyballs_percent","flyballs","linedrives_percent","linedrives","popups_percent","popups","pop_2b_sba_count","pop_2b_sba","pop_2b_sb","pop_2b_cs","pop_3b_sba_count","pop_3b_sba","pop_3b_sb","pop_3b_cs","exchange_2b_3b_sba","maxeff_arm_2b_3b_sba","n_outs_above_average","n_fieldout_5stars","n_opp_5stars","n_5star_percent","n_fieldout_4stars","n_opp_4stars","n_4star_percent","n_fieldout_3stars","n_opp_3stars","n_3star_percent","n_fieldout_2stars","n_opp_2stars","n_2star_percent","n_fieldout_1stars","n_opp_1stars","n_1star_percent","rel_league_reaction_distance","rel_league_burst_distance","rel_league_routing_distance","rel_league_bootup_distance","f_bootup_distance","n_bolts","hp_to_1b","sprint_speed"
"Bohm, Alec","664761","2024","27","45","52","12","8","2","1","1","12","7",23.1,13.5,".267",".422",".365","0.787","0.155",".344","8","21","19","0","1","11","84","39","0","48","3","13","0","0","0","0","6","2","33","4","0","2","14","4","1","0","0","0","0","0","0","0","0","0","11","0","0","0","1","0","0","0","0","4","1","0","0","85","0","134","11","219",,"0","0","0","0",".258",".344",".354",".319",".358",".086",".409",".353",".364",".352","85.4","2.3",27.3,"1",3,0,39.4,9.1,42.4,6.1,30.3,"97.865254118","93.091746061",64.3,10.8,20.2,28.6,71.4,"6","21",47.5,"104",85,9.1,"14","145","54","219",89.2,"8","74",52.5,"115",41.1,"90",14.7,43.4,27.3,36.4,36.4,"33",57.7,60.6,"20",12.1,"4",24.2,"8",3,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4.78","25.8"
"Scott II, Victor","687363","2024","23","44","49","4","2","2","0","0","12","2",24.5,4.1,".091",".136",".163","0.299","0.045",".121","1","21","6","0","2","10","60","27","0","30","2","13","0","0","0","2","2","0","33","2","0","8","13","4","4","0","0","0","0","0","0","0","0","1","19","0","0","0","0","0","0","0","0","6","2","0","0","63","1","115","19","178",,"0","1","0","0",".150",".233",".148",".207",".218",".083",".132",".220",".121",".202","88.4","12.2",27.3,"0",0,12.1,6.1,39.4,39.4,3,24.2,"96.429386875","92.2696725",70.8,19.1,24.4,40,50,"8","20",46.1,"82",75,11.2,"34","96","31","178",77.9,"13","68",53.9,"96",42.1,"75",23.9,49.4,27.3,45.5,27.3,"33",61.2,45.5,"15",24.2,"8",18.2,"6",12.1,"4",,,,,,,,,,,"-2","0","1","0.0","1","1","100.0","0","1","0.0","1","1","100.0","2","2","100.0",,,,,,"14","4.14","30.5"
"Rodríguez, Julio","677594","2024","23","51","55","10","9","1","0","0","18","3",32.7,5.5,".196",".216",".255","0.471","0.020",".303","3","16","11","0","2","9","70","36","0","38","0","13","1","0","0","1","4","0","33","6","0","4","12","5","2","0","0","0","0","0","0","0","0","0","31","0","0","0","0","0","0","0","0","3","2","0","0","76","0","139","31","215",,"0","0","1","0",".254",".353",".223",".295",".308",".099",".285",".404",".303",".393","90.3","6.1",36.4,"2",6.1,0,33.3,18.2,39.4,3,39.4,"101.579241765","95.256423333",65.4,17.6,31.5,57.1,42.9,"20","35",51.6,"111",70.6,7.9,"17","111","52","215",82.4,"12","68",48.4,"104",40,"86",31.1,47.9,33.3,45.5,21.2,"33",67.3,48.5,"16",12.1,"4",33.3,"11",6.1,"2",,,,,,,,,,,"2","1","2","50.0","1","2","50.0","1","1","100.0","2","2","100.0","0","0",,"-0.4","1.4","0.4","1.5","36.2","7","4.31","29.5"
"Olson, Matt","621566","2024","30","46","51","13","3","6","1","3","12","4",23.5,7.8,".283",".652",".353","1.005","0.369",".323","9","22","30","0","0","14","86","33","0","48","1","11","2","0","1","1","0","4","34","9","0","7","9","3","2","0","0","0","0","0","0","0","0","0","21","0","0","0","0","0","0","0","0","8","0","0","0","89","0","137","21","226",,"0","0","0","0",".278",".523",".428",".377",".350",".245",".537",".462",".382",".379","93.8","17.7",44.1,"4",11.8,5.9,26.5,32.4,20.6,0,50,"102.517227647","95.890462727",66.7,11.4,28.1,41.2,58.8,"14","34",53.5,"121",75,5.3,"30","152","36","226",88.6,"8","70",46.5,"105",39.4,"89",21.2,46,61.8,14.7,23.5,"34",60.8,26.5,"9",32.4,"11",35.3,"12",5.9,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25.7"
"Ahmed, Nick","605113","2024","34","39","41","11","9","1","1","0","5","1",12.2,2.4,".282",".359",".317","0.676","0.077",".324","6","12","14","0","0","10","36","23","0","27","0","13","0","0","0","1","7","1","34","3","0","4","13","2","3","0","0","0","1","0","0","0","0","0","16","0","0","0","0","0","0","0","0","3","0","0","0","39","0","100","16","139",,"0","1","0","0",".259",".387",".304",".299",".295",".128",".324",".318",".324",".297","87.6","1.9",26.5,"1",2.9,11.8,11.8,17.6,44.1,11.8,35.3,"97.609942941","93.39407697",73.2,16.7,29.8,35.3,64.7,"6","17",41,"57",81.8,15.8,"4","91","30","139",83.3,"10","60",59,"82",41.7,"58",20.8,55.4,29.4,55.9,14.7,"34",73.2,58.8,"20",14.7,"5",17.6,"6",8.8,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4.54","27.0"
"Heim, Jonah","641680","2024","29","43","45","11","8","2","0","1","9","1",20,2.2,".256",".372",".289","0.661","0.116",".303","7","19","16","0","0","14","53","20","0","33","0","11","0","0","0","1","1","3","34","7","0","7","11","2","3","0","0","0","0","0","0","1","0","0","12","0","0","0","0","0","0","0","0","3","0","0","0","55","0","102","12","157",,"0","0","1","0",".242",".327",".296",".266",".276",".085",".349",".310",".324",".306","88.1","18.5",32.4,"1",2.9,5.9,29.4,35.3,26.5,0,32.4,"98.803586471","93.573185588",71.8,10.7,32.9,34.6,65.4,"9","26",50.3,"79",90.9,7,"32","79","36","157",89.3,"6","56",49.7,"78",45.2,"71",18.3,52.2,41.2,29.4,29.4,"34",57.8,35.3,"12",29.4,"10",26.5,"9",8.8,"3","3","1.97","1.97",,"1","1.5",,"1.5","0.69","82.4",,,,,,,,,,,,,,,,,,,,,,,,"23.8"
"Stott, Bryson","681082","2024","26","41","48","9","7","1","0","1","8","6",16.7,12.5,".220",".317",".313","0.630","0.097",".242","5","17","13","1","2","8","54","40","0","26","3","13","3","0","0","0","3","1","34","5","0","6","11","5","3","0","0","0","0","0","0","0","0","1","14","1","0","0","0","0","1","0","0","5","2","0","0","61","1","117","14","178",,"1","1","0","0",".266",".414",".290",".337",".356",".148",".285",".351",".265",".325","86","13.5",47.1,"2",5.9,5.9,20.6,32.4,26.5,5.9,23.5,"95.76682","92.218750303",55.7,18.5,28.4,30.4,69.6,"7","23",45.5,"81",71.4,7.9,"21","109","44","178",81.5,"10","54",54.5,"97",46.6,"83",22.1,43.3,35.3,29.4,35.3,"34",64.6,41.2,"14",20.6,"7",29.4,"10",8.8,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"28.3"
"Volpe, Anthony","683011","2024","23","43","51","16","11","3","0","2","9","7",17.6,13.7,".372",".581",".460","1.041","0.209",".438","6","13","25","1","3","6","92","48","1","50","1","12","2","0","0","0","9","2","34","5","0","6","9","3","0","0","0","0","0","0","0","0","0","0","11","1","0","0","0","0","0","0","0","11","2","1","0","95","0","146","11","241",,"0","0","0","1",".252",".374",".458",".332",".359",".121",".527",".343",".471",".321","88.7","6.9",32.4,"1",2.9,8.8,32.4,17.6,29.4,5.9,44.1,"99.533112941","94.096055758",61.6,7.2,22.5,24.1,75.9,"7","29",53.5,"129",77.8,3.7,"17","135","80","241",89.9,"5","69",46.5,"112",42.3,"102",12.2,40.7,29.4,41.2,29.4,"34",49,52.9,"18",23.5,"8",23.5,"8",0,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"28.5"
"Anderson, Tim","641313","2024","31","50","52","14","13","1","0","0","16","2",30.8,3.8,".280",".300",".308","0.608","0.020",".412","1","28","15","0","2","14","49","24","0","31","2","13","0","0","0","0","11","1","34","2","0","1","16","3","0","0","0","0","1","0","0","0","0","0","40","0","0","0","0","0","0","0","0","4","2","0","0","52","0","132","40","184",,"0","0","0","0",".228",".267",".277",".234",".258",".039",".383",".316",".412",".335","86.9","-1.7",20.6,"0",0,0,44.1,5.9,47.1,2.9,20.6,"95.866467647","91.943996765",72.9,27.4,46.5,56.5,43.5,"26","46",53.8,"99",91.7,6.5,"30","106","35","184",72.6,"17","62",46.2,"85",47.3,"87",39.8,58.7,52.9,29.4,17.6,"34",63.5,79.4,"27",5.9,"2",14.7,"5",0,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","4.54","27.1"
"Tovar, Ezequiel","678662","2024","22","48","53","16","10","4","0","2","14","4",26.4,7.5,".333",".542",".396","0.938","0.209",".438","6","23","26","0","1","10","61","21","0","42","1","13","1","0","0","1","5","4","34","7","0","8","3","2","5","0","0","0","0","0","0","0","0","0","36","0","0","0","0","0","1","0","0","6","1","0","0","69","0","137","36","206",,"1","0","0","0",".232",".425",".413",".318",".304",".193",".538",".391",".471",".328","89.8","25.5",41.2,"4",11.8,0,29.4,38.2,11.8,8.8,44.1,"99.422368235","94.348339412",80.2,27.3,35.5,48.7,51.3,"19","39",53.4,"110",92.3,6.3,"25","118","57","206",72.7,"21","77",46.6,"96",40.3,"83",34.5,56.3,44.1,35.3,20.6,"34",58.5,23.5,"8",35.3,"12",26.5,"9",14.7,"5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"27.2"
"Adames, Willy","642715","2024","28","44","49","10","6","2","0","2","10","5",20.4,10.2,".227",".409",".306","0.715","0.182",".250","4","15","18","1","1","10","74","26","0","34","6","11","0","0","0","0","2","3","34","5","0","9","8","3","4","0","0","0","0","0","0","0","0","0","20","0","1","0","0","0","0","1","0","5","1","0","0","78","0","120","20","198",,"1","1","0","0",".216",".358",".320",".292",".296",".142",".357",".316",".294",".280","88.7","22.8",29.4,"3",8.8,5.9,20.6,38.2,23.5,2.9,41.2,"98.255768235","93.676989412",69.7,26.1,25.3,32,68,"8","25",50,"99",93.8,8.1,"33","109","44","198",73.9,"18","69",50,"99",37.4,"74",27.7,47.5,47.1,23.5,29.4,"34",55.1,29.4,"10",35.3,"12",23.5,"8",11.8,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25.9"
"Walker, Christian","572233","2024","33","51","60","15","11","1","0","3","17","7",28.3,11.7,".294",".490",".400","0.890","0.196",".387","11","24","25","1","0","18","89","43","0","45","2","13","1","0","0","2","3","2","34","10","0","8","8","2","0","0","0","0","0","0","1","0","0","0","31","1","0","0","0","0","1","0","0","9","0","0","0","100","0","157","31","257",,"1","0","0","0",".280",".538",".398",".401",".388",".258",".513",".519",".441",".420","93.2","13.7",47.1,"7",20.6,2.9,29.4,26.5,20.6,0,55.9,"105.237664118","97.28096",65.3,21.5,25.7,51.4,48.6,"18","35",52.9,"136",62.5,6.2,"38","126","79","257",78.5,"17","79",47.1,"121",38.5,"99",30.7,44.4,47.1,38.2,14.7,"34",56.7,32.4,"11",29.4,"10",35.3,"12",2.9,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26.9"
"Suzuki, Seiya","673548","2024","29","47","56","14","9","3","0","2","15","6",26.8,10.7,".298",".489",".375","0.864","0.191",".375","12","18","23","0","0","12","79","51","0","31","1","12","0","0","0","1","5","0","34","9","0","9","8","1","1","0","0","0","0","0","0","2","0","2","19","0","0","0","0","0","0","0","0","9","0","0","0","93","2","139","19","232",,"0","0","0","0",".297",".483",".377",".378",".382",".186",".474",".476",".412",".423","94.5","15.9",38.2,"5",14.7,11.8,32.4,20.6,20.6,0,52.9,"105.133780588","97.324724118",55.3,15.9,21.2,52,48,"13","25",50.9,"118",81,9.1,"28","111","85","232",84.1,"10","63",49.1,"114",38.8,"90",26.1,37.9,41.2,29.4,29.4,"34",57.1,38.2,"13",26.5,"9",32.4,"11",2.9,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,"1.1","0.9","-0.3","1.7","35.6","1",,"28.5"
"Happ, Ian","664023","2024","29","47","57","14","10","3","1","0","13","10",22.8,17.5,".298",".404",".421","0.825","0.106",".412","8","11","19","0","0","8","97","46","0","62","1","12","1","0","0","0","4","1","34","9","0","6","9","2","3","0","0","0","0","0","0","3","0","0","23","0","0","0","0","0","0","0","0","11","0","0","0","104","0","168","23","272",,"0","0","0","0",".232",".327",".378",".322",".367",".095",".426",".331",".412",".321","90.4","18.1",32.4,"2",5.9,8.8,29.4,32.4,23.5,0,32.4,"99.997534706","94.224385588",65.5,20,21.3,25.9,74.1,"7","27",46.7,"127",65,7.4,"60","157","41","272",80,"19","95",53.3,"145",45.2,"123",21.3,44.9,38.2,29.4,32.4,"34",71.9,38.2,"13",20.6,"7",32.4,"11",8.8,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26.7"
"Harris II, Michael","671739","2024","23","44","48","15","10","2","1","2","10","4",20.8,8.3,".341",".568",".396","0.964","0.227",".406","6","14","25","0","1","9","43","14","0","32","1","11","0","0","0","0","5","2","34","8","0","4","12","2","0","0","0","0","0","0","0","0","0","0","26","0","0","0","0","0","0","0","0","8","1","0","0","51","0","108","26","159",,"0","0","0","0",".308",".458",".421",".358",".366",".150",".511",".423",".441",".399","89.9","2.9",41.2,"2",5.9,11.8,29.4,11.8,35.3,5.9,44.1,"102.381930588","95.837099706",78.4,19,42.4,47.2,52.8,"17","36",53.5,"85",80,6.3,"24","86","47","159",81,"11","58",46.5,"74",34.6,"55",29.8,59.1,55.9,32.4,11.8,"34",60.4,50,"17",17.6,"6",32.4,"11",0,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"27.9"
"Isbel, Kyle","664728","2024","27","38","40","10","8","1","0","1","5","1",12.5,2.5,".263",".368",".282","0.650","0.105",".281","3","13","14","0","3","10","39","28","0","23","2","13","0","0","0","0","4","2","34","4","0","6","16","2","0","0","0","0","0","1","0","0","1","0","7","0","0","0","0","0","0","0","0","4","3","0","0","40","1","95","7","135",,"0","1","0","0",".273",".412",".289",".304",".292",".139",".321",".337",".303",".315","90.9","2.9",23.5,"2",5.9,0,20.6,20.6,47.1,5.9,35.3,"100.460621765","94.510053939",55.4,2.4,42.6,34.6,65.4,"9","26",45.2,"61",70,7.4,"33","58","38","135",97.6,"1","41",54.8,"74",51.9,"70",14.9,49.6,61.8,20.6,17.6,"34",55,58.8,"20",23.5,"8",17.6,"6",0,"0",,,,,,,,,,,"1","0","1","0.0","0","1","0.0","1","1","100.0","2","2","100.0","5","5","100.0","2.8","2.6","-0.5","4.9","39.8",,"4.49","26.6"
"Joe, Connor","656582","2024","31","40","48","12","6","5","0","1","6","7",12.5,14.6,".300",".500",".417","0.917","0.200",".333","9","10","20","0","1","13","59","32","0","22","2","11","0","0","0","1","5","2","34","5","0","5","9","3","5","0","0","0","1","0","0","1","0","0","10","0","0","0","0","0","0","0","0","11","1","0","0","72","0","101","10","173",,"0","0","0","0",".254",".402",".408",".352",".378",".149",".409",".330",".353",".298","81.7","10",32.4,"3",8.8,2.9,20.6,26.5,26.5,14.7,29.4,"95.813428824","92.19075",63.7,13.8,13.4,45.5,54.5,"5","11",47.4,"82",85.7,12.1,"25","89","50","173",86.2,"8","58",52.6,"91",38.7,"67",18.8,39.9,44.1,26.5,29.4,"34",62.5,41.2,"14",20.6,"7",23.5,"8",14.7,"5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26.7"
"India, Jonathan","663697","2024","27","41","51","10","7","2","1","0","6","8",11.8,15.7,".244",".341",".392","0.733","0.097",".286","3","8","14","0","2","7","94","53","0","30","2","11","0","0","0","2","1","3","35","6","0","3","11","9","2","0","0","0","0","0","0","4","0","0","7","0","0","0","0","0","0","0","0","5","2","0","0","99","0","127","7","226",,"0","2","0","0",".368",".456",".346",".429",".494",".088",".300",".421",".286",".433","87.2","10.4",48.6,"1",2.9,2.9,42.9,22.9,22.9,2.9,37.1,"100.217131176","94.108565588",50,3.6,15.8,38.9,61.1,"7","18",50.4,"114",45.5,9.7,"15","145","41","226",96.4,"2","56",49.6,"112",41.6,"94",12.2,32.7,40,42.9,17.1,"35",58.8,34.3,"12",17.1,"6",42.9,"15",5.7,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"27.0"
"Suwinski, Jack","669261","2024","25","42","48","8","6","1","0","1","8","5",16.7,10.4,".190",".286",".271","0.557","0.096",".206","3","25","12","0","0","12","64","22","0","41","1","12","0","0","0","0","2","1","35","5","0","9","9","3","6","0","1","0","0","0","0","0","0","1","15","0","0","0","0","0","0","0","0","8","0","0","0","67","1","114","15","181",,"0","0","0","0",".216",".346",".247",".286",".300",".130",".251",".304",".229",".267","85","22.6",22.9,"2",5.7,5.7,17.1,42.9,14.3,11.4,25.7,"97.959995294","93.054025",75,13,25.8,30.4,69.6,"7","23",49.2,"89",87.5,8.8,"39","89","50","181",87,"9","69",50.8,"92",45.3,"82",17.4,50.8,34.3,34.3,31.4,"35",48.9,31.4,"11",28.6,"10",22.9,"8",17.1,"6",,,,,,,,,,,"-2","0","0",,"0","1","0.0","1","4","25.0","2","2","100.0","1","1","100.0","-1","-0.3","-0.2","-1.4","31.6",,,"26.6"
"Casas, Triston","671213","2024","24","50","56","13","9","2","0","2","15","6",26.8,10.7,".260",".420",".339","0.759","0.160",".333","5","33","21","0","0","14","77","43","0","30","2","13","2","0","1","0","6","4","35","3","0","4","16","1","1","0","1","0","1","0","0","1","0","0","29","0","0","0","0","0","0","0","0","8","0","0","0","85","0","140","29","225",,"0","0","0","0",".229",".401",".334",".309",".312",".172",".424",".384",".371",".327","89.4","7.1",28.6,"3",8.6,5.7,25.7,17.1,34.3,8.6,45.7,"101.445501111","95.150231714",65.7,23.9,22.2,57.7,42.3,"15","26",52,"117",73.7,8.4,"24","93","86","225",76.1,"17","71",48,"108",44,"99",33,43.1,31.4,54.3,14.3,"35",54.5,62.9,"22",22.9,"8",11.4,"4",2.9,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"23.8"
"Kirk, Alejandro","672386","2024","25","41","46","6","6","0","0","0","7","4",15.2,8.7,".146",".146",".217","0.363","0.000",".171","7","29","6","0","0","15","56","38","0","31","1","12","4","0","0","0","1","1","35","4","0","4","18","3","4","0","0","0","1","0","0","0","0","1","14","0","0","0","0","0","0","0","0","0","0","0","0","64","1","120","14","184",,"0","0","0","0",".211",".268",".179",".250",".277",".056",".155",".248",".171",".250","87.1","7.6",25.7,"1",2.9,0,22.9,20,51.4,2.9,28.6,"96.148200556","92.268525143",62.8,15.3,25.6,30.4,69.6,"7","23",48.9,"90",73.3,8.2,"15","115","47","184",84.7,"9","59",51.1,"94",41.3,"76",19.5,44.6,20,48.6,31.4,"35",76.1,54.3,"19",14.3,"5",20,"7",11.4,"4","7","2.02","2.03","2.01","2","1.53","1.53",,"0.65","77.9",,,,,,,,,,,,,,,,,,,,,,,"5.02","24.2"
"Bichette, Bo","666182","2024","26","44","49","9","4","4","0","1","9","4",18.4,8.2,".205",".364",".286","0.650","0.159",".235","5","17","16","0","0","9","58","20","0","52","5","11","2","0","0","1","2","1","35","6","0","9","11","3","3","0","0","0","0","0","0","0","0","0","18","0","0","0","0","0","0","0","0","4","0","0","0","61","0","131","18","192",,"0","0","0","0",".228",".362",".293",".298",".307",".134",".309",".315",".257",".287","87.3","13",25.7,"2",5.7,2.9,20,37.1,28.6,5.7,34.3,"99.948013333","94.184353429",80.4,12.8,34.7,42.4,57.6,"14","33",49.5,"95",85.7,7.3,"21","108","48","192",87.2,"10","78",50.5,"97",45.3,"87",21.6,57.8,25.7,34.3,40,"35",65.3,37.1,"13",28.6,"10",25.7,"9",8.6,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"28.0"
"Turner, Trea","607208","2024","31","51","57","14","12","2","0","0","16","6",28.1,10.5,".275",".314",".351","0.665","0.039",".400","3","18","16","0","4","10","74","29","0","50","3","13","1","0","0","0","8","0","35","6","0","4","12","2","3","0","0","0","0","0","0","0","0","0","25","0","0","0","1","0","0","0","0","5","4","0","0","80","0","142","25","222",,"0","0","0","0",".234",".334",".309",".293",".315",".100",".383",".355",".400",".342","89.9","6.2",25.7,"2",5.7,2.9,28.6,17.1,45.7,0,42.9,"99.596827778","94.302310857",75.5,14.5,26.8,53.3,46.7,"16","30",50.5,"112",84.2,8.6,"25","123","71","222",85.5,"12","83",49.5,"110",41,"91",24.8,50.9,54.3,31.4,14.3,"35",70.2,57.1,"20",11.4,"4",22.9,"8",8.6,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11","4.14","30.4"
"Baty, Brett","683146","2024","24","45","48","14","13","0","0","1","10","3",20.8,6.3,".311",".378",".354","0.732","0.067",".382","6","20","17","0","0","10","51","32","0","34","2","12","0","0","0","0","9","1","35","4","0","9","9","1","2","0","0","0","0","0","0","0","0","0","22","0","0","0","1","0","0","0","0","4","0","0","0","56","0","129","22","185",,"0","1","0","0",".230",".401",".332",".295",".278",".170",".395",".345",".400",".296","85.2","13.9",31.4,"2",5.7,5.7,25.7,25.7,28.6,8.6,31.4,"98.464340556","93.421279429",67.6,18.3,32.1,42.3,53.8,"11","26",43.5,"81",60,5.4,"40","97","38","185",77.5,"13","71",56.5,"105",47.8,"89",24.7,52.4,25.7,48.6,25.7,"35",64.6,51.4,"18",28.6,"10",14.3,"5",5.7,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4.54","26.4"
"Arcia, Orlando","606115","2024","29","42","46","15","10","5","0","0","7","3",15.2,6.5,".357",".476",".413","0.889","0.119",".429","2","18","20","0","0","10","67","21","0","37","5","11","0","0","0","1","8","1","35","6","0","2","11","1","6","0","0","0","0","0","0","0","0","0","16","0","0","0","0","0","0","0","0","5","0","0","0","70","0","116","16","186",,"0","0","0","0",".235",".339",".398",".287",".301",".104",".441",".295",".429",".281","87.6","12.2",25.7,"1",2.9,8.6,22.9,20,45.7,0,37.1,"97.690751667","92.984632857",76.6,22.2,25,30.4,69.6,"7","23",49.5,"92",83.3,6.5,"10","124","45","186",77.8,"16","72",50.5,"94",39.2,"73",24.2,51.1,51.4,25.7,22.9,"35",58.7,54.3,"19",8.6,"3",20,"7",17.1,"6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4.77","25.8"
"Rodgers, Brendan","663898","2024","27","46","47","8","5","3","0","0","10","1",21.3,2.1,".174",".239",".191","0.430","0.065",".222","0","16","11","0","0","8","49","16","0","50","1","13","1","0","0","0","3","2","36","3","0","4","18","4","2","0","0","0","0","0","0","0","0","0","14","0","0","0","0","0","0","0","0","6","0","0","0","56","0","121","14","177",,"0","1","0","0",".206",".284",".193",".221",".223",".078",".232",".269",".222",".264","87","5.3",22.2,"1",2.8,2.8,22.2,16.7,50,5.6,38.9,"98.285377778","93.201379722",84.7,11.1,35.9,33.3,66.7,"11","33",52,"92",94.4,10.2,"22","103","48","177",88.9,"8","72",48,"85",37.9,"67",18.1,59.3,16.7,55.6,27.8,"36",74.5,58.3,"21",16.7,"6",19.4,"7",5.6,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4.81","25.4"
"Triolo, Jared","669707","2024","26","48","53","12","10","1","0","1","12","5",22.6,9.4,".250",".333",".321","0.654","0.083",".314","6","35","16","0","1","16","61","30","0","43","4","12","0","0","0","0","6","2","36","4","0","7","13","4","0","0","0","0","0","0","0","0","0","0","26","0","0","0","0","0","0","0","0","3","1","0","0","69","0","139","26","208",,"0","1","0","0",".227",".360",".300",".294",".300",".133",".344",".335",".333",".303","87","4.8",30.6,"2",5.6,5.6,19.4,22.2,41.7,5.6,38.9,"99.233739444","93.845835833",71.3,20.8,32,43.8,56.3,"14","32",48.1,"100",85,9.6,"16","107","75","208",79.2,"16","77",51.9,"108",41.8,"87",27.5,52.4,33.3,27.8,38.9,"36",75.5,52.8,"19",25,"9",22.2,"8",0,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4.4","27.9"
"Schwarber, Kyle","656941","2024","31","52","58","11","9","0","0","2","16","6",27.6,10.3,".212",".327",".293","0.620","0.115",".265","5","24","17","1","1","14","75","38","0","30","3","13","1","0","0","0","5","0","36","6","0","7","12","2","4","0","0","0","0","0","0","13","0","0","23","1","0","0","0","0","0","0","0","8","0","1","0","79","0","131","23","210",,"0","0","0","0",".253",".432",".285",".334",".331",".179",".341",".420",".306",".366","93.4","14.6",27.8,"3",8.3,8.3,25,30.6,27.8,0,58.3,"105.961369444","97.985841667",66.1,18.9,19.4,68.4,31.6,"13","19",46.7,"98",73.1,12.4,"22","112","65","210",81.1,"14","74",53.3,"112",38.6,"81",29,44.3,50,41.7,8.3,"36",63.8,47.2,"17",19.4,"7",22.2,"8",11.1,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"24.5"
"Benintendi, Andrew","643217","2024","29","47","51","7","6","1","0","0","11","4",21.6,7.8,".149",".170",".216","0.386","0.021",".194","1","19","8","1","0","12","66","30","0","36","2","12","0","0","0","0","3","1","36","3","0","11","14","4","0","0","0","0","0","0","0","0","0","0","15","1","0","0","0","0","0","0","0","3","0","0","0","68","0","123","15","191",,"0","0","0","0",".216",".304",".187",".261",".278",".088",".186",".292",".194",".283","87.3","8.6",27.8,"1",2.8,2.8,22.2,27.8,41.7,2.8,30.6,"95.022567222","91.611606",68,13.2,27.2,44,56,"11","25",47.9,"92",83.3,6.3,"34","99","55","191",85.3,"9","68",52.1,"100",42.2,"81",21.5,48.7,38.9,33.3,27.8,"36",60.8,47.2,"17",33.3,"12",19.4,"7",0,"0",,,,,,,,,,,"0","0","5","0.0","1","3","33.3","0","0",,"1","1","100.0","0","0",,"-0.1","-1.3","-0.3","-1.6","31.1",,"4.41","26.9"
